1,356710.08
2,456597.73
3,396548.61
4,333715.45
5,449742.75
6,378022.20
7,348943.92
8,403645.84
9,315216.90
10,500040.28
11,440901.12
12,316018.98
13,330576.58
14,386443.65
15,433610.53
16,412879.66
17,404041.11
18,381043.29
19,343113.96
20,417764.23
21,302027.52
22,378500.66
23,314586.36
24,508903.08
25,377967.37
26,391939.78
27,373264.17
28,513194.70
29,351140.74
30,303860.58
31,516418.65
32,417617.94
33,469338.94
34,341067.25
35,408708.03
36,353887.02
37,396504.14
38,514042.66
39,433097.92
40,371002.14
41,412828.81
42,467871.96
43,415197.64
44,409854.09
45,409827.28
46,402021.93
47,506191.62
48,381427.63
49,489318.84
50,464427.25
51,369176.10
52,409841.16
53,435543.42
54,522687.60
55,386714.47
56,399044.47
57,460618.05
58,436723.89
59,396519.39
60,493708.25
61,307676.04
62,406507.51
63,407432.78
64,466320.10
65,349778.90
66,396520.47
67,505237.94
68,530666.10
69,397389.62
70,447158.07
71,437192.10
72,374832.24
73,481721.06
74,426823.25
75,434194.43
76,311239.97
77,405906.38
78,464152.14
79,368777.03
80,420410.72
81,442072.64
82,318373.76
83,399187.52
84,340999.88
85,467511.15
86,450155.01
87,328710.85
88,364200.65
89,373152.31
90,355921.59
91,436125.01
92,395550.60
93,287479.14
94,340451.73
95,428203.41
96,573587.24
97,300541.20
98,477832.40
99,339340.06
100,481842.41
101,417478.93
102,431133.51
103,415723.07
104,440989.63
105,368297.75
106,349896.82
107,438884.28
108,428194.42
109,314683.75
110,534559.89
111,390697.11
112,368952.67
113,460507.51
114,346110.41
115,493216.80
116,436216.50
117,349542.03
118,343297.75
119,560079.19
120,429735.38
121,486585.77
122,495118.48
123,374865.40
124,378801.75
125,417814.22
126,454193.84
127,327205.15
128,346938.64
129,435798.89
130,487736.31
131,359899.76
132,393040.53
133,367318.11
134,381916.15
135,464899.86
136,329034.05
137,367497.49
138,428926.05
139,317476.25
140,432855.31
141,410120.70
142,508523.84
143,427361.44
144,415222.81
145,365057.59
146,402959.73
147,350731.15
148,382448.84
149,339804.78
150,405029.06
151,406832.70
152,424542.34
153,359491.88
154,289117.82
155,308374.99
156,468292.82
157,411142.22
158,479404.92
159,507624.56
160,376242.41
161,420490.03
162,355784.47
163,372219.16
164,333140.26
165,418034.91
166,431065.47
167,388334.91
168,472865.61
169,422190.38
170,397004.92
171,509149.54
172,418739.89
173,367542.73
174,527201.96
175,507957.32
176,480548.53
177,419765.63
178,468296.42
179,405072.92
180,309711.19
181,514303.07
182,303725.97
183,494961.39
184,427441.90
185,367008.98
186,391712.73
187,356436.49
188,335708.62
189,604503.04
190,364708.36
191,399734.51
192,398466.30
193,451449.22
194,414073.48
195,404372.46
196,318483.82
197,469338.78
198,421973.96
199,368379.50
200,360498.35
201,507744.15
202,520904.78
203,368647.89
204,516706.29
205,312396.25
206,344792.96
207,304856.33
208,347254.98
209,409302.28
210,479249.64
211,500316.42
212,404356.67
213,361645.29
214,344281.22
215,356267.48
216,324469.81
217,478951.04
218,448150.52
219,407416.71
220,547695.96
221,391573.09
222,442444.59
223,399064.44
224,466195.19
225,410398.76
226,341085.87
227,351045.50
228,335914.02
229,547622.59
230,364464.45
231,464151.27
232,337615.31
233,379180.69
234,371392.51
235,415090.86
236,381611.77
237,501955.79
238,280690.29
239,509010.10
240,383869.98
241,357107.06
242,564675.11
243,428706.05
244,429694.84
245,438012.28
246,368640.88
247,407128.06
248,405288.40
249,356564.02
